Writer,Accuracy,Precision,Recall,F1,FAR,FRR,EER,AUC_ROC
W090,0.6944444444444444,0.6666666666666666,0.7777777777777778,0.717948717948718,0.3888888886728395,0.2222222220987654,0.25,0.7962962962962963
W091,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.6785714283290816,0.6785714283290816,0.6964285714285714,0.31760204081632654
W092,0.76,0.782608695652174,0.72,0.75,0.19999999992,0.279999999888,0.19999999999999998,0.8240000000000001
W094,0.59375,0.5555555555555556,0.9375,0.6976744186046512,0.74999999953125,0.0624999999609375,0.21875,0.78125
W095,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.4999999997222222,0.4444444441975308,0.5,0.5802469135802469
W096,0.5238095238095238,0.5151515151515151,0.8095238095238095,0.6296296296296297,0.7619047615419501,0.19047619038548752,0.45238095238095233,0.5532879818594104
W097,0.5909090909090909,0.55,1.0,0.7096774193548387,0.8181818178099173,0.0,0.20454545454545453,0.9152892561983471
W098,0.7058823529411765,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.3529411762629758,0.2352941175086505,0.38235294117647056,0.7301038062283737
W099,0.6,0.5769230769230769,0.75,0.6521739130434783,0.549999999725,0.249999999875,0.375,0.6275000000000001
W100,0.6666666666666666,0.8888888888888888,0.38095238095238093,0.5333333333333333,0.04761904759637188,0.6190476187528344,0.35714285714285715,0.7687074829931972
